train_00116.jpg	\delta > 0 
train_00117.jpg	\left( x - 4 \right) \left( x + 2 \right) 
train_00118.jpg	\therefore b > 0 
train_00119.jpg	X = \left\{ a , b , c \right\} 
train_00120.jpg	\sqrt { a } < \sqrt { b } 
train_00121.jpg	1 0 8 \times 5 
train_00122.jpg	= 5 \left( \frac { 1 } { 2 } x ^ { 2 } - 4 x - 7 \right) ^ { 4 } \left( x - 4 \right) 
train_00123.jpg	= 5 \sqrt { 6 } + 6 \sqrt { 3 } - \left( 4 \sqrt { 6 } - 2 \sqrt { 3 } \right) 
train_00124.jpg	2 5 1 \times 7 
train_00125.jpg	= \frac { 1 } { x } - \frac { 1 } { x + 1 0 } 
train_00126.jpg	\therefore 1 0 0 0 a - 1 0 0 b = 1 3 2 3 - 1 5 8 = 1 1 6 5 
train_00127.jpg	a < 0 
